"study","outcome.variable","outcome.name","outcome.min","outcome.max","condition.name","n_total","n","mean","sd"
"McGinty730","McGinty730.C1_13","treatment_support",1,5,"Unsuccessful Treatment Engagement (Individual Choice) + Family Violence",380,378,1.86507936507936,0.89222852697479
"McGinty730","McGinty730.C1_13","treatment_support",1,5,"Unsuccessful Treatment Engagement (Individual Choice) + Stranger Violence",363,359,1.81058495821727,0.907941033018066
"McGinty730","McGinty730.C1_13","treatment_support",1,5,"Unsuccessful Treatment Engagement (Policy Failure)",358,357,1.82352941176471,0.905480121170402
"McGinty730","McGinty730.C1_13","treatment_support",1,5,"Unsuccessful treatment Engagement (Policy Failure) + Family Violence",352,350,1.71714285714286,0.827529798210259
"McGinty730","McGinty730.C1_13","treatment_support",1,5,"Unsuccessful Treatment Engagement (Policy Failure) + Stranger Violence",344,343,1.84548104956268,0.915765898139578
"Merolla843","Merolla843.Q11","hillary_clinton_leadership",1,7,"anger_condtion",198,197,3.42131979695431,2.11654133643564
"Merolla843","Merolla843.Q11","hillary_clinton_leadership",1,7,"fear/anxiety_condtion",214,211,3.4739336492891,2.14321369184455
"Merolla843","Merolla843.Q11","hillary_clinton_leadership",1,7,"relaxation_condition",199,195,3.53846153846154,2.18294884552361
"Merolla843","Merolla843.Q22","trump_leadership",1,7,"anger_condtion",198,197,3.12182741116751,2.12741596410924
"Merolla843","Merolla843.Q22","trump_leadership",1,7,"fear/anxiety_condtion",214,211,3.25592417061611,2.06118331107196
"Merolla843","Merolla843.Q22","trump_leadership",1,7,"relaxation_condition",199,195,3.38974358974359,2.26854270764055
"Merolla843","Merolla843.Q113","foreign_policy",1,7,"anger_condtion",198,159,4.16352201257862,1.85169854914817
"Merolla843","Merolla843.Q113","foreign_policy",1,7,"fear/anxiety_condtion",214,173,4.0635838150289,1.86818618979387
"Merolla843","Merolla843.Q113","foreign_policy",1,7,"relaxation_condition",199,165,3.84848484848485,1.8986711033274
"KlarBRIEF70","KlarBRIEF70.coalescedoutcome1","child_marries_dem",1,5,"Control Group 1",346,345,3.0695652173913,1.08949854421951
"KlarBRIEF70","KlarBRIEF70.coalescedoutcome1","child_marries_dem",1,5,"Control Group 2",352,346,3.05780346820809,0.993958460969505
"KlarBRIEF70","KlarBRIEF70.coalescedoutcome1","child_marries_dem",1,5,"Treatment Group 1",359,352,3.00852272727273,0.95924714042059
"KlarBRIEF70","KlarBRIEF70.coalescedoutcome1","child_marries_dem",1,5,"Treatment Group 2",364,360,2.97222222222222,0.843989435804693
"KlarBRIEF70","KlarBRIEF70.coalescedoutcome1","child_marries_dem",1,5,"Treatment Group 3",370,364,2.81593406593407,0.960181890507397
"KlarBRIEF70","KlarBRIEF70.coalescedoutcome1","child_marries_dem",1,5,"Treatment Group 4",345,333,2.79279279279279,0.926033617722769
"Iles1294","Iles1294.Q1A1","Confusing",1,7,"Experimental condition 1 (conflict in evidence)",130,129,3.9922480620155,1.56373013592004
"Iles1294","Iles1294.Q1A1","Confusing",1,7,"Experimental condition 2 (conflict between sources)",127,127,3.75590551181102,1.55694315599547
"Iles1294","Iles1294.Q1A1","Confusing",1,7,"Experimental condition 3 (conflict within source)",137,137,3.94160583941606,1.52318562924619
"Iles1294","Iles1294.Q1A1","Confusing",1,7,"Experimental condition 4 (no conflict control)",130,130,3.76153846153846,1.56415192938511
"Iles1294","Iles1294.Q1A1","Confusing",1,7,"Experimental condition 5 (conflict in evidence)",125,125,3.992,1.63872491737897
"Iles1294","Iles1294.Q1A1","Confusing",1,7,"Experimental condition 6 (conflict between sources)",127,127,3.88976377952756,1.60963540413139
"Iles1294","Iles1294.Q1A1","Confusing",1,7,"Experimental condition 7 (conflict within source)",123,123,3.97560975609756,1.58612536784675
"Iles1294","Iles1294.Q1A1","Confusing",1,7,"Experimental condition 8 (no conflict control)",128,128,4,1.56235235522905
"Iles1294","Iles1294.Q2A2","Frustrated",1,5,"Experimental condition 1 (conflict in evidence)",130,129,1.76744186046512,1.03464688954566
"Iles1294","Iles1294.Q2A2","Frustrated",1,5,"Experimental condition 2 (conflict between sources)",127,127,1.94488188976378,1.12903306441505
"Iles1294","Iles1294.Q2A2","Frustrated",1,5,"Experimental condition 3 (conflict within source)",137,137,1.97810218978102,1.18487498276172
"Iles1294","Iles1294.Q2A2","Frustrated",1,5,"Experimental condition 4 (no conflict control)",130,130,1.86923076923077,1.19032574226105
"Iles1294","Iles1294.Q2A2","Frustrated",1,5,"Experimental condition 5 (conflict in evidence)",125,125,1.8,1.07012209131602
"Iles1294","Iles1294.Q2A2","Frustrated",1,5,"Experimental condition 6 (conflict between sources)",127,127,1.8740157480315,1.13383830475837
"Iles1294","Iles1294.Q2A2","Frustrated",1,5,"Experimental condition 7 (conflict within source)",123,123,1.94308943089431,1.09619919369813
"Iles1294","Iles1294.Q2A2","Frustrated",1,5,"Experimental condition 8 (no conflict control)",128,128,1.7734375,1.12393322124883
"Iles1294","Iles1294.Q3A3","collaborative",1,7,"Experimental condition 1 (conflict in evidence)",130,130,4.50769230769231,1.27130619422516
"Iles1294","Iles1294.Q3A3","collaborative",1,7,"Experimental condition 2 (conflict between sources)",127,127,4.35433070866142,1.48819459735783
"Iles1294","Iles1294.Q3A3","collaborative",1,7,"Experimental condition 3 (conflict within source)",137,137,4.63503649635036,1.31661281329357
"Iles1294","Iles1294.Q3A3","collaborative",1,7,"Experimental condition 4 (no conflict control)",130,130,4.9,1.45660750593857
"Iles1294","Iles1294.Q3A3","collaborative",1,7,"Experimental condition 5 (conflict in evidence)",125,125,4.584,1.29629745690339
"Iles1294","Iles1294.Q3A3","collaborative",1,7,"Experimental condition 6 (conflict between sources)",127,127,4.52755905511811,1.50040614424072
"Iles1294","Iles1294.Q3A3","collaborative",1,7,"Experimental condition 7 (conflict within source)",123,123,4.54471544715447,1.3443996315031
"Iles1294","Iles1294.Q3A3","collaborative",1,7,"Experimental condition 8 (no conflict control)",128,128,4.7578125,1.41836155752827
"Mezzapelle1439","Mezzapelle1439.Q31","BELIEVABLE",1,7,"Black Cisgender Woman",532,529,5.05103969754253,1.22135506601674
"Mezzapelle1439","Mezzapelle1439.Q31","BELIEVABLE",1,7,"Black Transgender Woman",525,523,4.94263862332696,1.36336801146057
"Mezzapelle1439","Mezzapelle1439.Q31","BELIEVABLE",1,7,"White Cisgender Woman",523,518,4.86679536679537,1.1832232150414
"Mezzapelle1439","Mezzapelle1439.Q31","BELIEVABLE",1,7,"White Transgender Woman",533,531,5.01694915254237,1.25806639416473
"Mezzapelle1439","Mezzapelle1439.Q62","PERCEIVED HARM",1,7,"Black Cisgender Woman",532,531,4.64030131826742,1.37792402766521
"Mezzapelle1439","Mezzapelle1439.Q62","PERCEIVED HARM",1,7,"Black Transgender Woman",525,524,4.77862595419847,1.45310415453057
"Mezzapelle1439","Mezzapelle1439.Q62","PERCEIVED HARM",1,7,"White Cisgender Woman",523,519,4.51445086705202,1.30904310780911
"Mezzapelle1439","Mezzapelle1439.Q62","PERCEIVED HARM",1,7,"White Transgender Woman",533,531,4.67419962335217,1.39313446969105
"Mezzapelle1439","Mezzapelle1439.Q73","COMPENSATION",1,7,"Black Cisgender Woman",532,528,4.10037878787879,1.38826740355081
"Mezzapelle1439","Mezzapelle1439.Q73","COMPENSATION",1,7,"Black Transgender Woman",525,525,4.12380952380952,1.55125680452117
"Mezzapelle1439","Mezzapelle1439.Q73","COMPENSATION",1,7,"White Cisgender Woman",523,523,4.0076481835564,1.4182509108416
"Mezzapelle1439","Mezzapelle1439.Q73","COMPENSATION",1,7,"White Transgender Woman",533,531,4.16572504708098,1.37594989203471
"SchaadS62","SchaadS62.Q1_SCHAAD1","still_identify",1,7,"v1 Narrative Conforming Transgender Woman",274,274,5.68613138686131,1.6341225191468
"SchaadS62","SchaadS62.Q1_SCHAAD1","still_identify",1,7,"v2 Narrative Nonconforming Transgender Woman",268,267,4.91760299625468,1.79408726654836
"SchaadS62","SchaadS62.Q1_SCHAAD1","still_identify",1,7,"v3 Narrative Conforming AMAB Non-Binary Person",276,276,5.06159420289855,1.67760966155661
"SchaadS62","SchaadS62.Q1_SCHAAD1","still_identify",1,7,"v4 Narrative Nonconforming AMAB Non-Binary Person",235,234,4.53846153846154,1.73842443361508
"SchaadS62","SchaadS62.Q1_SCHAAD1","still_identify",1,7,"v5 Narrative Conforming Transgender Man",272,272,5.41176470588235,1.86032805992864
"SchaadS62","SchaadS62.Q1_SCHAAD1","still_identify",1,7,"v6 Narrative Nonconforming Transgender Man",255,254,4.72047244094488,1.8746842087767
"SchaadS62","SchaadS62.Q1_SCHAAD1","still_identify",1,7,"v7 Narrative Conforming AFAB Non-Binary Person",269,266,4.8984962406015,1.82049070566695
"SchaadS62","SchaadS62.Q1_SCHAAD1","still_identify",1,7,"v8 Narrative Nonconforming AFAB Non-Binary Person",267,267,4.58052434456929,1.72445777311224
"Connors1226","Connors1226.Q41","rate_democrats",0,100,"Control",806,777,46.9279279279279,31.675382404464
"Connors1226","Connors1226.Q41","rate_democrats",0,100,"Friends Reminder",874,851,43.1786133960047,30.9919316020801
"Connors1226","Connors1226.Q41","rate_democrats",0,100,"Private Reminder",827,796,45.1545226130653,31.9115127530318
"Connors1226","Connors1226.Q41","rate_democrats",0,100,"Published Reminder",826,794,45.1360201511335,32.096192705031
"Connors1226","Connors1226.Q52","rate_republicans",0,100,"Control",806,773,46.1099611901682,31.8215892208818
"Connors1226","Connors1226.Q52","rate_republicans",0,100,"Friends Reminder",874,847,50.987012987013,31.5391020982172
"Connors1226","Connors1226.Q52","rate_republicans",0,100,"Private Reminder",827,792,48.6073232323232,31.876239769653
"Connors1226","Connors1226.Q52","rate_republicans",0,100,"Published Reminder",826,796,49.7399497487437,32.2425393758971
"Connors1226","Connors1226.Q63","trust_democrats",1,5,"Control",806,805,2.6360248447205,1.22289278579568
"Connors1226","Connors1226.Q63","trust_democrats",1,5,"Friends Reminder",874,869,2.49136939010357,1.16555067503158
"Connors1226","Connors1226.Q63","trust_democrats",1,5,"Private Reminder",827,823,2.54921020656136,1.21814994074781
"Connors1226","Connors1226.Q63","trust_democrats",1,5,"Published Reminder",826,824,2.51577669902913,1.22141428636891
"Connors1226","Connors1226.Q74","trust_republicans",1,5,"Control",806,804,2.57338308457711,1.15038051964882
"Connors1226","Connors1226.Q74","trust_republicans",1,5,"Friends Reminder",874,869,2.74108170310702,1.18006843080452
"Connors1226","Connors1226.Q74","trust_republicans",1,5,"Private Reminder",827,825,2.62666666666667,1.17983323927236
"Connors1226","Connors1226.Q74","trust_republicans",1,5,"Published Reminder",826,822,2.67274939172749,1.21649723108837
"KlarS44","KlarS44.coalescedoutcome1","importance",1,5,"CONTROL",679,678,3.64306784660767,1.30084759261067
"KlarS44","KlarS44.coalescedoutcome1","importance",1,5,"GENDER",733,731,3.60054719562243,1.34437426556752
"KlarS44","KlarS44.coalescedoutcome1","importance",1,5,"PARTISAN",706,704,3.66619318181818,1.32196424703973
"KlarS44","KlarS44.Q2_KLAR2","efficacy",1,7,"CONTROL",679,677,3.4135893648449,1.89759852043018
"KlarS44","KlarS44.Q2_KLAR2","efficacy",1,7,"GENDER",733,730,3.3958904109589,1.77027261129162
"KlarS44","KlarS44.Q2_KLAR2","efficacy",1,7,"PARTISAN",706,702,3.53846153846154,1.86355600838258
"KlarS44","KlarS44.Q3_KLAR3","support_candidate",1,5,"CONTROL",679,676,3.20266272189349,1.39906593554446
"KlarS44","KlarS44.Q3_KLAR3","support_candidate",1,5,"GENDER",733,732,3.31693989071038,1.36822947959421
"KlarS44","KlarS44.Q3_KLAR3","support_candidate",1,5,"PARTISAN",706,705,3.33758865248227,1.39176448499351
"Stoker1063","Stoker1063.ANGER1","Anger",1,7,"DrinWat_Pr_N",239,234,4.17094017094017,1.86584663400859
"Stoker1063","Stoker1063.ANGER1","Anger",1,7,"DrinWat_Pr_P",218,214,3.63551401869159,1.8122821623447
"Stoker1063","Stoker1063.ANGER1","Anger",1,7,"HospDes_Pr_N",226,218,2.62844036697248,1.74517593124296
"Stoker1063","Stoker1063.ANGER1","Anger",1,7,"HospDes_Pr_P",217,211,2.28436018957346,1.58705835795362
"Stoker1063","Stoker1063.ANGER1","Anger",1,7,"HSAch_Pr_N",203,201,3.33333333333333,1.68325082306035
"Stoker1063","Stoker1063.ANGER1","Anger",1,7,"HSAch_Pr_P",273,264,2.74621212121212,1.74189727875625
"Stoker1063","Stoker1063.ANGER1","Anger",1,7,"MarDeb_Pr_N",231,231,4.68831168831169,1.57915558277262
"Stoker1063","Stoker1063.ANGER1","Anger",1,7,"MarDeb_Pr_P",219,213,3.63849765258216,1.84693054804097
"Stoker1063","Stoker1063.WORRY2","Worry",1,7,"DrinWat_Pr_N",239,236,4.17372881355932,1.77916681270238
"Stoker1063","Stoker1063.WORRY2","Worry",1,7,"DrinWat_Pr_P",218,215,3.86976744186047,1.74596127871883
"Stoker1063","Stoker1063.WORRY2","Worry",1,7,"HospDes_Pr_N",226,216,2.88888888888889,1.69174924379353
"Stoker1063","Stoker1063.WORRY2","Worry",1,7,"HospDes_Pr_P",217,212,2.62735849056604,1.79462245795879
"Stoker1063","Stoker1063.WORRY2","Worry",1,7,"HSAch_Pr_N",203,201,3.87064676616915,1.74733628120119
"Stoker1063","Stoker1063.WORRY2","Worry",1,7,"HSAch_Pr_P",273,265,3.33207547169811,1.82654807576213
"Stoker1063","Stoker1063.WORRY2","Worry",1,7,"MarDeb_Pr_N",231,230,4.67391304347826,1.57566576801455
"Stoker1063","Stoker1063.WORRY2","Worry",1,7,"MarDeb_Pr_P",219,213,3.981220657277,1.75897279553162
"Stoker1063","Stoker1063.SERIOUS3","Serious",1,7,"DrinWat_Pr_N",239,236,5.04661016949153,1.5905134834394
"Stoker1063","Stoker1063.SERIOUS3","Serious",1,7,"DrinWat_Pr_P",218,215,4.7906976744186,1.64000996598983
"Stoker1063","Stoker1063.SERIOUS3","Serious",1,7,"HospDes_Pr_N",226,219,3.89954337899543,1.69968960244783
"Stoker1063","Stoker1063.SERIOUS3","Serious",1,7,"HospDes_Pr_P",217,211,3.44549763033175,1.70450833959716
"Stoker1063","Stoker1063.SERIOUS3","Serious",1,7,"HSAch_Pr_N",203,199,4.62814070351759,1.55453460517558
"Stoker1063","Stoker1063.SERIOUS3","Serious",1,7,"HSAch_Pr_P",273,264,4.24242424242424,1.73367984695256
"Stoker1063","Stoker1063.SERIOUS3","Serious",1,7,"MarDeb_Pr_N",231,230,5.33478260869565,1.41301149355514
"Stoker1063","Stoker1063.SERIOUS3","Serious",1,7,"MarDeb_Pr_P",219,213,4.57276995305164,1.71304934134583
"bucci1408","bucci1408.QA11","Caught",0,100,"A: Drunk Driving, High Risk",1091,1079,56.3836886005561,30.0023368434228
"bucci1408","bucci1408.QA11","Caught",0,100,"A: Drunk Driving, Low Risk",1112,1104,45.1920289855072,28.8348737724219
"bucci1408","bucci1408.QA22","Rewarding",0,100,"A: Drunk Driving, High Risk",1091,1074,16.8798882681564,28.4154294616143
"bucci1408","bucci1408.QA22","Rewarding",0,100,"A: Drunk Driving, Low Risk",1112,1096,19.4379562043796,29.9934814991537
"bucci1408","bucci1408.QA33","Respect",1,5,"A: Drunk Driving, High Risk",1091,1086,3.86556169429098,1.16174507517468
"bucci1408","bucci1408.QA33","Respect",1,5,"A: Drunk Driving, Low Risk",1112,1110,3.74594594594595,1.21248270018493
"bolsenM6","bolsenM6.B11","Using They/Them Pronouns",1,7,"Baseline",387,384,4.04947916666667,1.80661671579486
"bolsenM6","bolsenM6.B11","Using They/Them Pronouns",1,7,"Descriptive Information",409,407,4.07862407862408,1.98360523486735
"bolsenM6","bolsenM6.B11","Using They/Them Pronouns",1,7,"Descriptive Information + Injunctive Norm",399,398,4.09045226130653,1.89839101871345
"bolsenM6","bolsenM6.B11","Using They/Them Pronouns",1,7,"Injunctive Norm",406,405,4.07901234567901,1.90587393543434
"bolsenM6","bolsenM6.B22","They/Them Pronouns in Forms",1,7,"Baseline",387,385,4.03896103896104,2.08941752275977
"bolsenM6","bolsenM6.B22","They/Them Pronouns in Forms",1,7,"Descriptive Information",409,405,4.01975308641975,2.173104030414
"bolsenM6","bolsenM6.B22","They/Them Pronouns in Forms",1,7,"Descriptive Information + Injunctive Norm",399,398,4.16582914572864,2.12046242543636
"bolsenM6","bolsenM6.B22","They/Them Pronouns in Forms",1,7,"Injunctive Norm",406,405,3.84938271604938,2.19123611396086
"bolsenM6","bolsenM6.B33","Providing Personal Pronouns",1,7,"Baseline",387,387,4.60206718346253,2.03767516253537
"bolsenM6","bolsenM6.B33","Providing Personal Pronouns",1,7,"Descriptive Information",409,403,4.57071960297767,2.05201908292889
"bolsenM6","bolsenM6.B33","Providing Personal Pronouns",1,7,"Descriptive Information + Injunctive Norm",399,398,4.50753768844221,1.98322777572693
"bolsenM6","bolsenM6.B33","Providing Personal Pronouns",1,7,"Injunctive Norm",406,405,4.15802469135803,2.12591647083628
"relihan1399","relihan1399.Q1A1","Perinia Accetis superbacteria",0,4,"Condition 1",641,638,2.08620689655172,1.17820248683482
"relihan1399","relihan1399.Q1A1","Perinia Accetis superbacteria",0,4,"Condition 2",648,647,1.85780525502318,1.195268071971
"relihan1399","relihan1399.Q1A1","Perinia Accetis superbacteria",0,4,"Condition 3",658,656,1.9375,1.1205488704168
"relihan1399","relihan1399.Q1B2","Influenza",0,4,"Condition 1",641,641,1.74414976599064,1.09974468743209
"relihan1399","relihan1399.Q1B2","Influenza",0,4,"Condition 2",648,648,1.73611111111111,1.07513343408245
"relihan1399","relihan1399.Q1B2","Influenza",0,4,"Condition 3",658,657,1.81126331811263,1.04807943651853
"relihan1399","relihan1399.Q1C3","COVID-19",0,4,"Condition 1",641,641,2.3603744149766,1.1777584045951
"relihan1399","relihan1399.Q1C3","COVID-19",0,4,"Condition 2",648,647,2.31993817619784,1.2080565447722
"relihan1399","relihan1399.Q1C3","COVID-19",0,4,"Condition 3",658,656,2.35975609756098,1.14658308240104
"immigration",,"Support for Immigration",1,5,"negative",973,973,2.68448098663926,1.19676160379379
"immigration",,"Support for Immigration",1,5,"positive",1018,1016,3.01279527559055,1.14678117162063
"death_penalty",,"Favor Death Penalty",1,4,"innocent",1058,1038,2.36608863198459,1.09565914774112
"death_penalty",,"Favor Death Penalty",1,4,"race",1168,1152,2.55208333333333,1.12350876162391
"patriot_act",,"Patriot Act Support",1,7,"Con",1176,1176,3.30527210884354,1.73509637059602
"patriot_act",,"Patriot Act Support",1,7,"Pro",1185,1182,4.48307952622674,1.8151590461579
"system_threat",,"Way of Life",1,5,"craig_placebo",752,746,2.78552278820376,1.1767796154074
"system_threat",,"Way of Life",1,5,"craig_treatment",715,709,2.61354019746121,1.13378398366547
"brandtS1",,"coppock_dv_name",1,7,"1 [1]",1103,1098,5.92349726775956,1.31035208253785
"brandtS1",,"coppock_dv_name",1,7,"2 [2]",1100,1099,4.95905368516834,1.47139000234801
"caprarielloS2",,"coppock_dv_name",1,5,"1 [Condition A]",876,863,3.60254924681344,0.989899331435799
"caprarielloS2",,"coppock_dv_name",1,5,"2 [Condition B]",839,818,3.43398533007335,1.10131511894489
"flavinS4",,"coppock_dv_name",1,5,"1 [FLAVIN Condition 1]",880,875,2.28228571428571,0.991540550995966
"flavinS4",,"coppock_dv_name",1,5,"2 [FLAVIN Condition 2]",905,898,1.73719376391982,0.944371183546678
"gashS5",,"coppock_dv_name",1,4,"1 [Court Prompt]",1034,1030,1.75339805825243,0.810141685046795
"gashS5",,"coppock_dv_name",1,4,"4 [No Prompt]",992,985,2.30659898477157,0.885409685729907
"melloS6",,"coppock_dv_name",1,4,"1 [v1]",323,319,3.18495297805643,0.883261135582814
"melloS6",,"coppock_dv_name",1,4,"5 [v5]",325,321,2.76947040498442,0.979382474395293
"jacobsenS7",,"coppock_dv_name",1,7,"1 [Condition A: performance index format]",767,759,4.69960474308301,1.3742399585293
"jacobsenS7",,"coppock_dv_name",1,7,"2 [Condition B: letter grade format]",780,775,5.42451612903226,1.23228228499296
"piazzaS8",,"coppock_dv_name",1,5,"1 [1]",632,625,3.672,1.23241476534735
"piazzaS8",,"coppock_dv_name",1,5,"2 [2]",689,677,3.64254062038405,1.25663613035038
"shaferS9",,"coppock_dv_name",1,5,"1 [1]",867,864,2.99074074074074,0.823978651416795
"shaferS9",,"coppock_dv_name",1,5,"2 [2]",849,846,2.93853427895981,0.805898214391655
"thompsonS10",,"coppock_dv_name",1,7,"1 [High Fear]",883,861,3.69337979094077,1.72702603123631
"thompsonS10",,"coppock_dv_name",1,7,"2 [Plain Low Fear]",902,884,3.59502262443439,1.73858291559935
"turagaS11",,"coppock_dv_name",1,5,"1 [1]",620,615,2.90894308943089,1.23263231809381
"turagaS11",,"coppock_dv_name",1,5,"3 [3]",573,564,2.68262411347518,1.16961966181635
"wallaceS12",,"coppock_dv_name",1,5,"1 [1]",493,485,3.53814432989691,1.06459196573429
"wallaceS12",,"coppock_dv_name",1,5,"2 [2]",441,436,2.59862385321101,1.02020864928376
"parmerS15",,"coppock_dv_name",0,1,"1 [experimental group 1]",1288,1277,0.873140172278778,0.332946270987598
"parmerS15",,"coppock_dv_name",0,1,"2 [experimental group 2]",1338,1329,0.861550037622272,0.345501650871445
"converseS16",,"coppock_dv_name",1,7,"1 [Self-God-American]",716,714,2.98599439775911,2.24759804594274
"converseS16",,"coppock_dv_name",1,7,"3 [God-Self-American]",691,687,3.35953420669578,2.35488297696476
"dennyS17",,"hardworking",1,5,"1 [1]",294,292,3.84931506849315,0.666760808680362
"dennyS17",,"hardworking",1,5,"2 [2]",303,302,3.99337748344371,0.738110083189901
"pedullaS18",,"hiring recommendation",0,1,"1 [White Male/ White Straight]",320,317,0.883280757097792,0.321593087556281
"pedullaS18",,"hiring recommendation",0,1,"2 [Black Male/ Black Straight]",307,303,0.897689768976898,0.303557182489024
"berganS20",,"support",1,7,"1 [Republican with instruction]",490,483,2.80745341614907,1.59426693810067
"berganS20",,"support",1,7,"2 [Democrat with instruction]",507,500,3.052,1.71206259133049
